,0,1
114,01.1.01.07,GOUGNIROU
115,01.1.01.08,GOUGNIROU-GAH
116,01.1.01.09,IBOTO
117,01.1.01.10,IGRIGOU
118,01.1.01.11,KANDEROU
119,01.1.01.12,KANDEROU-KOTCHERA
120,01.1.01.13,KONEY
121,01.1.01.14,KPAKO-GBABI
122,01.1.01.15,POGOUSSOROU
123,01.1.01.16,SAMPETO
124,01.1.01.17,SISSIANGANROU
125,01.1.01.18,YANGUERI
126,01.1.01.19,YINYINPOGOU
127,01.1.02.01,BONHANROU
128,01.1.02.02,GNAMBANOU
129,01.1.02.03,GOMPAROU
130,01.1.02.04,GOMPAROU GOUSSINROU
131,01.1.02.05,GOMPAROU-GOKPADOU
132,01.1.02.06,GOURE-EDE
133,01.1.02.07,KALI
134,01.1.02.08,KPESSANROU
135,01.1.02.09,NIEKOUBANTA
136,01.1.02.10,PAMPIME
137,01.1.02.11,SIONKPEKOKA
138,01.1.02.12,TIGANSON
139,01.1.02.13,YOSSINANDE
140,01.1.03.01,BONNI
141,01.1.03.02,BONTE
142,01.1.03.03,DOMBOURE
143,01.1.03.04,DOMBOURE-GAH
144,01.1.03.05,DONDAGOU
145,01.1.03.06,GBANGBANGA
146,01.1.03.07,GBASSA
147,01.1.03.08,GOUMORI-BAYEDOU
148,01.1.03.09,GOUMORI-GAH
149,01.1.03.10,GOUMORI-GBISSAROU
150,01.1.03.11,MONDOUKOKA
151,01.1.03.12,MONDOUKOKA-GAH
152,01.1.03.13,SAKASSINNOU
153,01.1.03.14,SATOUBA
154,01.1.03.15,TIHOURE
155,01.1.04.01,GAMAROU
156,01.1.04.02,KOKEY-FILO
157,01.1.04.03,KOKEY-SINAKPAROU
158,01.1.04.04,NIMBERE
159,01.1.04.05,PIGUIRE
160,01.1.04.06,SONWARI
161,01.1.04.07,YAMBEROU
162,01.1.05.01,BONKERE
163,01.1.05.02,GUINNINGOU-GAH
164,01.1.05.03,KOKIBOROU
165,01.1.05.04,SIRIKOU
166,01.1.05.05,SOUNSOUN
167,01.1.06.01,BONIKI
168,01.1.06.02,KIHOUHOU
169,01.1.06.04,OUNET-GAH
170,01.1.06.05,OUNET-SEKOGBAOUROU
171,01.1.06.06,OUNET-SINAKPAROU
172,01.1.06.07,SONNOU
173,01.1.06.08,SONNOU-GAH
174,01.1.07.01,BONYANGOU
175,01.1.07.03,GNANDAROU
176,01.1.07.04,KEGAMOROU
177,01.1.07.05,POTO
178,01.1.07.06,POTO-GAH
179,01.1.07.07,SIMPEROU
180,01.1.07.08,SIMPEROU-GAH
181,01.1.07.09,SOMPEROUKOU-GAH
182,01.1.07.10,SOMPEROUKOU-GBESSARA
183,01.1.07.11,SOMPEROUKOU-YOROUNON
184,01.1.08.01,GBENIKI
185,01.1.08.02,MEKROU
186,01.1.08.03,SOROKO
187,01.1.08.04,SOROKO GAH
188,01.1.08.05,SOROKO YOROUNON
189,01.1.08.06,SOUDOU
190,01.1.09.01,ATABENOU
191,01.1.09.02,GNAMBOURANKOROU
192,01.1.09.03,GUIMBAGOU
193,01.1.09.04,KAKOUROGOU
194,01.1.09.05,SIWOUGOUROU
195,01.1.09.06,TINTINMOU
196,01.1.09.07,TINTINMOU-GAH
197,01.1.09.08,TOURA GAH
198,01.1.09.09,TOURA-BIO N'WOROU
199,01.1.09.10,TOURA-YOKPAROU
200,01.2.01.01,BADOU
201,01.2.01.02,BAGOU-SINKPAROU
202,01.2.01.03,BAGOU-YAGBO
203,01.2.01.04,BANIGOURE
204,01.2.01.05,BEPORORO
205,01.2.01.06,BOUYAGOUROU
206,01.2.01.07,DIADIA
207,01.2.01.08,GANDOBOU
208,01.2.01.09,GARAGORO
209,01.2.01.10,KALI
210,01.2.01.11,KANGNAN
211,01.2.01.12,KASSIROU
212,01.2.01.13,KEROU-BAGOU
213,01.2.01.14,KPAKAGUERE
214,01.2.01.15,NAFAROU
215,01.2.01.16,OROU-BEDOU
216,01.2.01.17,TAITI
217,01.2.01.18,YANKPANNOU
218,01.2.51.01,DJINMELE
219,01.2.51.02,GOGOUNOU-GBANIN
220,01.2.51.03,GOGOUNOU-NASSABARA
221,01.2.51.04,GOUBERA
222,01.2.51.05,KONSENIN
223,01.2.51.06,OUERE-BANI
224,01.2.51.07,OUERE-SONKEROU
225,01.2.51.08,SONKOROU
226,01.2.51.09,SOROU
227,01.2.02.01,BANTANSOUE
228,01.2.02.02,BORO
229,01.2.02.03,BORODAROU
230,01.2.02.04,DAGOUROU
231,01.2.02.05,DIGUISSON
232,01.2.02.06,GOUNAROU
233,01.2.02.07,LAFIAROU
234,01.2.02.08,PARIKI
235,01.2.03.01,DIMDIMNOU
236,01.2.03.02,DONWARI
237,01.2.03.03,GAMAGOU
238,01.2.03.04,GASSO
239,01.2.03.05,GBEMOUSSOU
240,01.2.03.06,GNINDAROU
241,01.2.03.07,GOURE DANTCHA
242,01.2.03.08,KANTAKPARA-WOKPAROU
243,01.2.03.09,KANTAKPARA-WOKPEROU
244,01.2.03.10,KPIGOUROU
245,01.2.03.11,OUESSENE-WOROU
246,01.2.03.12,PETIT-PARIS
247,01.2.03.13,SORI-BORO WANROU
248,01.2.03.14,SORI-KPANKPANOU
249,01.2.03.15,SORI-PEULH
250,01.2.03.16,TAWALI
251,01.2.03.17,TCHOUPOUNGA
252,01.2.04.01,BINGA
253,01.2.04.02,DOUGOULAYE
254,01.2.04.03,FANAN
255,01.2.04.04,GANDO-DARI
256,01.2.04.05,GBESSA
257,01.2.04.06,SOUGOU-GOUROU
258,01.2.05.01,DASSARI
259,01.2.05.02,DOUGOU
260,01.2.05.03,KALE
261,01.2.05.04,SOUKAROU
262,01.2.05.05,WARA
263,01.2.05.06,WARA-GAH
264,01.2.05.07,WARA-GBIDOGO
265,01.3.01.01,AKOITCHAOU
266,01.3.01.03,ANGARADEBOU
267,01.3.01.04,DOGBAN
268,01.3.01.05,FAFA
269,01.3.01.06,FOUET
270,01.3.01.07,KABAGBEDE
271,01.3.01.08,KPALOLO
272,01.3.01.09,SEKALE
273,01.3.01.10,SONDO
274,01.3.01.11,SOUNDOU
275,01.3.01.12,TCHOKA
276,01.3.01.13,THUY
277,01.3.01.14,THYA
278,01.3.02.01,BENSEKOU
279,01.3.02.02,GOGBEDE
280,01.3.02.03,KOUTAKROUKOU
281,01.3.03.01,DININ
282,01.3.03.02,DININ PEULH
283,01.3.03.03,DODONDAWA SOMOUTERE
284,01.3.03.04,DONWARI
285,01.3.03.05,DONWARI-PEULH
286,01.3.03.06,GAMBANE
287,01.3.03.07,GAMBANE-PEULH
288,01.3.03.08,GANDO
289,01.3.03.09,GOUROU PEULH
290,01.3.03.10,KPESSAROU
291,01.3.03.11,MONGO
292,01.3.03.12,MONGO-PEULH
293,01.3.03.13,SIDEROU
294,01.3.03.14,TISSAROU
295,01.3.03.15,TISSAROU-PEULH
296,01.3.03.16,TOUKO
297,01.3.51.01,DAMADI
298,01.3.51.02,DODOPANIN
299,01.3.51.03,GANDO-KOSSIKANA
300,01.3.51.04,GANSOSSO-GBIGA
301,01.3.51.05,GANSOSSO-YIROUSSE
302,01.3.51.06,KADJERE
303,01.3.51.07,KEFERI-HINKANTE
304,01.3.51.08,KEFERI-SINTE
305,01.3.51.09,PEDE
306,01.3.52.01,AL BARIKA
307,01.3.52.02,ALEKPARE
308,01.3.52.03,BANIGOUROU
309,01.3.52.04,BAOBAB
310,01.3.52.05,KOSSAROU
311,01.3.52.06,MADINA
312,01.3.52.07,ZERMAN-KOURE
313,01.3.53.01,BAKPARA
314,01.3.53.02,HEBOUMEY
315,01.3.53.03,KANDI-FO
316,01.3.53.04,KANDI-FO-PEULH
317,01.3.53.05,LAFIAROU
318,01.3.53.06,PODO
319,01.3.53.07,SINIKOUSSOU-BERI
320,01.3.04.01,FIRI
321,01.3.04.02,GBOKOUKOU
322,01.3.04.03,GOGORE
323,01.3.04.04,KASSAKOU
324,01.3.04.05,PADE
325,01.3.04.06,PADE-PEULH
326,01.3.04.07,PEGON
327,01.3.05.01,BANIKANI
328,01.3.05.02,FOURE
329,01.3.05.03,LOLO
330,01.3.05.04,SAAH
331,01.3.06.01,BIKONGOU
332,01.3.06.02,BODEROU
333,01.3.06.03,BODEROU-PEULH
334,01.3.06.04,GBINDAROU
335,01.3.06.05,SAKATOUSSA
336,01.3.06.06,SAM
337,01.3.06.07,SAM-GOKIROU
338,01.3.06.08,SAM-PEULH
339,01.3.06.09,TANKONGOU
340,01.3.06.10,TANKONGOU-DAGOUROU
341,01.3.06.11,TERI
342,01.3.06.12,WONGA
343,01.3.07.01,ALIBORI-YANKIN
344,01.3.07.02,PEDIGUI
345,01.3.07.03,SINAWONGOUROU
346,01.3.07.05,SONSORO
347,01.3.07.06,SONSORO-PEULH
348,01.4.01.01,BIRNI LAFIA
349,01.4.01.02,FADAMA
350,01.4.01.03,GOROUKAMBOU
351,01.4.01.04,KANGARA-PEULH
352,01.4.01.06,MISSIRA
353,01.4.01.07,SABOULA
354,01.4.01.08,TONDIKOARIA
355,01.4.01.09,TONDOOBON
356,01.4.02.01,BANIKANI
357,01.4.02.02,BOGO-BOGO
358,01.4.02.04,KOFOUNOU
359,01.4.02.05,MAMASSY-GOURMA
360,01.4.02.06,TORIOH
361,01.4.02.07,TOURA
362,01.4.51.01,BELLO-TOUNGA
363,01.4.51.02,FAKARA
364,01.4.51.04,KARIMAMA-BATOUMA-BERI
365,01.4.51.05,KARIMAMA-DENDI-KOURE
366,01.4.51.06,MAMASSY-PEULH
367,01.4.03.01,BANIZOUMBOU
368,01.4.03.02,DANGAZORI
369,01.4.03.03,GARBEY-KOARA
370,01.4.03.04,GOUNGOU-BERI
371,01.4.03.05,KENE-TOUNGA
372,01.4.03.06,KOMPA
373,01.4.03.07,KOMPANTI
374,01.4.04.01,BAKO-MAKA
375,01.4.04.02,BONGNAMI
376,01.4.04.03,FANDOU
377,01.4.04.04,GOUMBITCHIGOURA
378,01.4.04.05,LOUMBOU-LOUMBOU
379,01.4.04.06,MACHAYAN-MARCHE
380,01.4.04.07,MONSEY
381,01.4.04.08,PETCHINGA
382,01.5.01.01,DJINDEGABI-TOUNGA
383,01.5.01.02,GAABO
384,01.5.01.03,GAROU-BERI
385,01.5.01.04,GAROU-TEDJI
386,01.5.01.05,GAROU-TEDJI-GOROBANI
387,01.5.01.06,GAROU-WENOU-KANNIN
388,01.5.01.07,KAMBOUWO-TOUNGA
389,01.5.01.08,MONKASSA
390,01.5.01.09,TOUNGA-TEDJI
391,01.5.01.10,WANDA
392,01.5.02.01,BANGOU
393,01.5.02.02,BANITE-FERE KIRE
394,01.5.02.03,BANITE-KOUBERI
395,01.5.02.04,BOIFFO
396,01.5.02.05,FIAFOUNFOUN
397,01.5.02.06,GOUN-GOUN
398,01.5.02.07,GUENE-GUIDIGO
399,01.5.02.08,GUENE-ZERME
400,01.5.02.09,ISSENE
401,01.5.02.10,KANTORO
402,01.5.02.11,KOARA-TEDJI
403,01.5.02.12,LAKALI-KANEY
404,01.5.02.13,MOKOLLE
405,01.5.02.14,SOUNBEY-GOROU
406,01.5.02.15,TONDI-BANDA
407,01.5.02.16,TORO-ZOUGOU
408,01.5.03.01,GODJEKOARA
409,01.5.03.02,GOROUSSOUNDOUGOU
410,01.5.03.03,ILLOUA
411,01.5.03.04,KASSA
412,01.5.03.05,KOUALEROU
413,01.5.03.06,KOUARA-TEDJI
414,01.5.03.07,MADECALI
415,01.5.03.08,MADECLI-ZONGO
416,01.5.03.09,MELAYAKOUARA
417,01.5.03.10,SENDE
418,01.5.51.01,BODJECALI
419,01.5.51.02,BODJECALI-CHATEAU
420,01.5.51.03,GALIEL
421,01.5.51.04,GOLOBANDA
422,01.5.51.05,KOTCHI
423,01.5.51.06,TASSI-DJINDE
424,01.5.51.07,TASSI-TEDJI
425,01.5.51.08,TASSI-TEDJI-BANIZOUNBOU
426,01.5.51.09,TASSI-TEDJI-BOULANGA
427,01.5.51.10,TASSI-ZENON
428,01.5.51.11,WOLLO
429,01.5.51.12,WOLLO-CHATEAU
430,01.5.51.13,WOURO-YESSO
431,01.5.04.01,BANILOUA
432,01.5.04.02,DEGUE-DEGUE
433,01.5.04.03,GOROU-DJINDE
434,01.5.04.04,MOLLA
435,01.5.04.05,SAKAWAN-TEDJI
436,01.5.04.06,SAKAWAN-ZENON
437,01.5.04.07,SANTCHE
438,01.5.04.08,TOUMBOUTOU
439,01.5.04.09,WANZAM-KOARA
440,01.6.01.01,BOBENA
441,01.6.01.02,DIAPEOU
442,01.6.01.03,GOUNGBE
443,01.6.01.04,KOUTE
444,01.6.01.05,LIBANTE
445,01.6.02.01,GBESSAKA
446,01.6.02.02,KAMBARA
447,01.6.02.03,LETE
448,01.6.02.04,LIBOUSSOU
449,01.6.02.05,TOUNGA-ISSA
450,01.6.03.01,BOUMOUSSOU
451,01.6.03.02,GANDOLOUKASSA
452,01.6.03.03,GBASSE
453,01.6.03.04,GBEKAKAROU
454,01.6.03.05,GUENELAGA
455,01.6.03.06,KAMANAN
456,03.2.04.01,ADJOHOUN
457,03.2.04.02,AVAKPA
458,03.2.04.03,GLOTOMEY
459,03.2.04.04,HOUKPOKPOUE
460,03.2.05.01,AHOTA
461,03.2.05.02,GBEDJI
462,03.2.05.03,GBEOVA
463,03.2.05.04,HANGNAN
464,03.2.05.05,HOUNKPA
465,03.2.05.06,LANMANDJI
466,03.2.05.07,SEBO
467,03.2.05.08,TANMEY
468,03.2.05.09,TOKPA
469,03.2.05.10,ZINDAGBA
470,03.2.05.11,ZOUNGOUDO
471,03.2.06.01,ALIGOUDO
472,03.2.06.02,DOVO
473,03.2.06.03,TANGA
474,03.2.06.04,TANGA-TODO
475,03.2.06.05,ZOUNGBOMEY
476,03.2.07.01,ADJADJI-ATINKOUSA
477,03.2.07.02,ADJADJI-BATA
478,03.2.07.03,ADJADJI-COSSOE
479,03.2.07.04,ADJADJI-ZOUNGBOMEY
480,03.2.07.05,AOTA
481,03.2.07.06,ATTOUHONOU
482,03.2.07.07,AZOHOUE-GBEDJICOME
483,03.2.07.08,AZOHOUE-HONGBO
484,03.2.07.09,DJOHOUNGBONOU
485,03.2.07.10,GBETO
486,03.2.07.11,HOUEGOUDO
487,03.2.07.12,LISSEGAZOUN
488,03.2.07.13,SOLOKOUE
489,03.2.07.14,ZOUNME-AGA
490,03.2.08.01,ADJRAKANDJI
491,03.2.08.02,AYAKPATA
492,03.2.08.03,AYAME
493,03.2.08.04,KPODJI
494,03.2.08.05,SEHOUNSA
495,03.2.08.06,TOGAZOUN
496,03.2.08.07,TOGO
497,03.2.08.08,WINYIKPA
498,03.2.09.01,ADIMALE
499,03.2.09.02,ADJADANGAN
500,03.2.09.03,AGBANDONOU
501,03.2.09.04,AGBANTOKPA
502,03.2.09.05,DODJI-ALIHO
503,03.2.09.06,DODJIDANGBAN
504,03.2.09.07,DOVENOU
505,03.2.09.08,GANDAHO
506,03.2.09.09,HEDJANNANSOUN
507,03.2.09.10,HOLLANSATIN
508,03.2.09.11,HOUNDADJA
509,03.2.09.12,MIGBEHOUE
510,03.2.09.13,SEHE
511,03.2.09.14,SEKOU
512,03.2.09.15,SOHOUN
513,03.2.09.16,VEHOUI
514,03.2.09.17,WEDJAME
515,03.2.09.18,WIBATIN
516,03.2.09.19,YAAHOUE
517,03.2.52.01,GOVIE
518,03.2.52.02,KPODJAVA
519,03.2.52.03,TOGO
520,03.2.52.04,ZEBOU
521,03.2.10.01,BOLI
522,03.2.10.02,GBEDJI
523,03.2.10.03,HOUNGBADO
524,03.2.10.04,KOTOVI
525,03.2.10.05,WOGO
526,03.2.10.06,ZOUNLEDJI
527,03.3.01.01,AGANMALOME-CENTRE
528,03.3.01.02,AIDJEDO
529,03.3.01.03,HESSA
530,03.3.01.04,KOUGBEDJI
531,03.3.01.05,KOUZOUME
532,03.3.01.06,LOKOSSA
533,03.3.02.01,AGBANTO-MAGA
534,03.3.02.02,AGBANTO-SOTONCODJI
535,03.3.02.03,AGBANTO-ZOUNMIN
536,03.3.02.04,AGONVODJI-DAHO
537,03.3.02.05,AGONVODJI-KPEVI
538,03.3.02.06,GOGOTINKPONME
539,03.3.02.07,NAZOUME
540,03.3.03.02,ADJAME
541,03.3.03.03,AGONKANME CENTRE
542,03.3.03.04,ASSOGBENOU-DAHO
543,03.3.03.05,ASSOGBENOU-KPEVI
544,03.3.03.06,GODONOUTIN
545,03.3.03.07,GOME
546,02.1.05.06,KOUNAKOGOU
547,02.1.05.07,KOUPORGOU
548,02.1.05.08,KOUSSAKOU
549,02.1.05.09,KOUTANGOU
550,02.1.05.10,KOUTCHA-KOUMAGOU
551,02.1.05.11,KOUTOUTONGOU
552,02.1.05.12,KOUWONATOUGOU
553,02.1.05.13,KOUWOTCHIRGOU
554,02.1.06.01,DIKOUANI
555,02.1.06.02,DIMATECO
556,02.1.06.03,DIPINTAKOUANI
557,02.1.06.04,KATCHAGNIGA
558,02.1.06.05,KOUBEGOU
559,02.1.06.06,KOUBENTIEGOU
560,02.1.06.07,KOUCOGOU
561,02.1.06.08,KOUDADAGOU
562,02.1.06.09,KOUKOUATOUGOU
563,02.1.06.10,KOUKPETIHAGOU
564,02.1.06.11,TABOTA
565,02.1.06.12,TAKOTCHIENTA
566,02.1.06.13,TATOUTA
567,02.1.06.14,YATIE
568,02.2.51.01,BAGAPODI
569,02.2.51.02,COBLY
570,02.2.51.03,KANADEKE
571,02.2.51.04,KOUKONTOUGA
572,02.2.51.05,KPETIENOU
573,02.2.51.06,NANAGADE
574,02.2.51.07,NOUANGOU
575,02.2.51.08,OUKODOO
576,02.2.51.09,OUOROU
577,02.2.51.10,OUYERIHOUN
578,02.2.51.11,TCHOKITA
579,02.2.51.12,TOUGA
580,02.2.51.13,YIMPISSIRI
581,02.2.01.01,DATORI
582,02.2.01.02,KADIENI
583,02.2.01.03,MATALE
584,02.2.01.04,NAGNANDE
585,02.2.01.05,NAMATIENOU
586,02.2.01.06,TCHAMONGA
587,02.2.01.07,TOKIBI
588,02.2.02.01,KOUNTORI
589,02.2.02.02,KPETISSOHOUN
590,02.2.02.03,NAMOUTCHAGA
591,02.2.02.04,OROUKOUARE
592,02.2.02.05,OUKPETOUHOUN
593,02.2.02.06,OUKPINTIHOUN
594,02.2.02.07,OUTANONHOUN
595,02.2.02.08,SERHOUNGUE
596,02.2.02.09,SINNI
597,02.2.02.10,TARPINGOU
598,02.2.03.01,GNANGOU
599,02.2.03.02,KOLGOU
600,02.2.03.03,PENTINGA
601,02.2.03.04,SIENOU
602,02.2.03.05,TAPOGA
603,02.2.03.06,ZANNIOURI
604,02.3.01.01,BAGOUBAGOU
605,02.3.01.02,BAMBABA
606,02.3.01.03,BASSINI
607,02.3.01.04,BEREKOSSOU
608,02.3.01.05,BRIGNAMARO
609,02.3.01.06,GANDO BAKA
610,02.3.01.07,KONGOUROU
611,02.3.01.08,KOSSOU
612,02.3.01.09,KOSSOU-OUINRA
613,02.3.01.10,TCHOUKAGNIN
614,02.3.01.11,YAKRIGOROU
615,02.3.02.01,BATENIN
616,02.3.02.02,DJOLENI
617,02.3.02.03,GORI
618,02.3.02.04,GOROBANI
619,02.3.02.05,KABONGOUROU
620,02.3.02.06,SOKOUNGOUROU
621,02.3.02.07,YIROUBARA
622,02.3.03.02,KAOBAGOU
623,02.3.03.03,YINSIGA
624,02.3.51.01,BAKOUSSAROU
625,02.3.51.02,BIPOTOKO
626,02.3.51.03,BOUKOUBOUROU
627,02.3.51.05,FETEKOU -ALAGA
628,02.3.51.06,GAMBORE
629,02.3.51.07,GANTODO
630,02.3.51.08,GNANGNANOU
631,02.3.51.09,GOUGNINNOU
632,02.3.51.10,KARIGOUROU
633,02.3.51.12,KEROU WIROU
634,02.3.51.13,KOKOKOU
635,02.3.51.14,KPARATEGUI
636,02.3.51.15,MANOU
637,02.3.51.16,OUORE
638,02.3.51.18,PIKIRE-ADAGA
639,02.3.51.19,SINAGOUROU
640,02.3.51.20,TOUDAKOU BANYIROU
641,02.3.51.21,WAROU N'GOUROU
642,02.3.51.22,YAKIN-MOTOKO
643,02.4.01.01,BIRNI MARO
644,02.4.01.02,BIRNI-KANKOULKA
645,02.4.01.03,BIRNI-KPEBIROU
646,02.4.01.04,GORGOBA
647,02.4.01.05,GOUFANROU
648,02.4.01.06,HONGON
649,02.4.01.07,KOUBORO
650,02.4.01.08,TAMANDE
651,02.4.01.09,TASSIGOUROU
652,02.4.01.10,YAKABISSI
653,02.4.02.01,CHABI COUMA
654,02.4.02.02,GANTIECO
655,02.4.02.03,GBENIKI
656,02.4.02.04,PAPATIA
657,02.4.02.05,SAKASSON-DITAMARI
658,02.4.02.06,SAKASSON-DOMPAGO
659,02.4.02.07,WEME
660,02.4.03.01,BOROYINDE
661,02.4.03.02,DANRI
662,02.4.03.03,FOO
663,02.4.03.04,KABARE
664,02.4.03.05,MAKA
665,02.4.03.06,OROUBOUSSOUKOU
666,02.4.03.07,TANCE
667,02.4.03.08,TIKOU
668,02.4.04.01,BORO
669,02.4.04.02,DAMOUTI
670,02.4.04.03,FOO-MAMA
671,02.4.04.04,GORA-PEULH
672,02.4.04.05,GOUTERE
673,02.4.04.06,GUILMARO-BOUNKOSSOROU
674,02.4.04.07,GUILMARO-GARKOUSSON
675,02.4.04.08,GUILMARO-SINAKPAGOUROU
676,02.4.04.09,KEDEKOU
677,02.4.04.10,KPAKOU-TANKONGA
678,02.4.04.11,KPIKIRE KOKA
679,02.4.04.12,NASSOUKOU
680,02.4.04.13,OUROUFINA
681,02.4.04.14,SERI
682,02.4.04.15,SONNOUGOBEROU
683,02.4.51.01,BASSILOU
684,02.4.51.02,BECKET-BOURAME
685,02.4.51.03,BECKET-PEULH
686,02.4.51.04,BORE
687,02.4.51.05,DAROU-WIROU
688,02.4.51.06,KPESSININ
689,02.4.51.07,MAKROU-GOUROU
690,02.4.51.08,MARO
691,02.4.51.09,MARY
692,02.4.51.10,SAKABOU
693,02.4.51.11,SEKOGOUROU
694,02.4.51.12,SEKOGOUROU-BAILA
695,02.4.51.13,SINAKPAWOROU
696,02.4.51.14,SOWA
697,02.4.51.15,TOKORO
698,02.4.51.16,ZONGO
699,02.4.05.01,BOROUKOU-PEULH
700,02.4.05.02,DEKEROU
701,02.4.05.03,GANIKPEROU
702,02.4.05.04,KETERE
703,02.4.05.05,KPANKPANKOU
704,02.4.05.06,KPESSOUROU
705,02.4.05.07,NIARISSINRA
706,02.4.05.08,NIARO-GNINON
707,02.4.05.09,NIAROSSON
708,02.4.05.10,NIEKENE-BANSOU
709,02.4.05.11,OROUGBENI
710,02.4.05.12,OROUKAYO
711,02.4.05.13,PELIMA
712,02.4.05.14,POUPOURE
713,02.4.05.15,SOMBOKO
714,02.4.05.16,YINKENE
715,02.5.01.01,COUPIANI
716,02.5.01.03,FIRIHOUN
717,02.5.01.04,KOUNDRI
718,02.5.01.05,KOUROU-KOUALOU
719,02.5.01.06,NAGASSEGA
720,02.5.01.07,NIEHOUN-LALOGA
721,02.5.01.09,OURIYORI
722,02.5.01.10,PORGA
723,02.5.01.11,POURI
724,02.5.01.12,SETCHINDIKA
725,02.5.01.13,TANKOUARI
726,02.5.01.14,TANKOUAYOKOUHOUN
727,02.5.01.16,TIGNINGA
728,02.5.01.17,TIHOUN
729,02.5.01.18,TINWEGA
730,02.5.02.01,BAHOUN
